,conf,doi,fig_num,fig_page,mention_page,mention_heading,mention_heading_txt,path,total_pages
3911,icse-icse2024,10.1145/3597503.3639208,2,2,1.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639208-Figure2-1.png,12
3912,icse-icse2024,10.1145/3597503.3639208,6,7,7.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639208-Figure6-1.png,12
3913,icse-icse2024,10.1145/3597503.3639208,7,7,7.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639208-Figure7-1.png,12
3914,icse-icse2024,10.1145/3597503.3639208,3,3,2.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639208-Figure3-1.png,12
3915,icse-icse2024,10.1145/3597503.3639208,8,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639208-Figure8-1.png,12
3916,icse-icse2024,10.1145/3597503.3639087,3,5,4.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639087-Figure3-1.png,13
3917,icse-icse2024,10.1145/3597503.3639087,5,10,8.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639087-Figure5-1.png,13
3918,icse-icse2024,10.1145/3597503.3639087,1,1,1.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639087-Figure1-1.png,13
3919,icse-icse2024,10.1145/3597503.3639087,2,4,3.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639087-Figure2-1.png,13
3920,icse-icse2024,10.1145/3597503.3639158,4,5,5.0,2 PRELIMINARIES,PRELIMINARIES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639158-Figure4-1.png,12
3921,icse-icse2024,10.1145/3597503.3639158,1,2,2.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639158-Figure1-1.png,12
3922,icse-icse2024,10.1145/3597503.3639158,2,3,3.0,2 PRELIMINARIES,PRELIMINARIES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639158-Figure2-1.png,12
3923,icse-icse2024,10.1145/3597503.3639158,3,4,4.0,2 PRELIMINARIES,PRELIMINARIES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639158-Figure3-1.png,12
3924,icse-icse2024,10.1145/3597503.3623297,3,7,7.0,5 FINDINGS,FINDINGS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623297-Figure3-1.png,12
3925,icse-icse2024,10.1145/3597503.3623297,1,3,3.0,5 FINDINGS,FINDINGS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623297-Figure1-1.png,12
3926,icse-icse2024,10.1145/3597503.3623297,2,4,3.0,5 FINDINGS,FINDINGS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623297-Figure2-1.png,12
3927,icse-icse2024,10.1145/3597503.3608139,1,2,1.0,2 BACKGROUND & MOTIVATION,BACKGROUND & MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608139-Figure1-1.png,13
3928,icse-icse2024,10.1145/3597503.3608139,2,2,1.0,2 BACKGROUND & MOTIVATION,BACKGROUND & MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608139-Figure2-1.png,13
3929,icse-icse2024,10.1145/3597503.3608139,4,8,8.0,4 EMPIRICAL RESULTS,EMPIRICAL RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608139-Figure4-1.png,13
3930,icse-icse2024,10.1145/3597503.3608139,3,8,7.0,4 EMPIRICAL RESULTS,EMPIRICAL RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608139-Figure3-1.png,13
3931,icse-icse2024,10.1145/3597503.3639180,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639180-Figure1-1.png,13
3932,icse-icse2024,10.1145/3597503.3639180,7,9,9.0,5 INSIGHTS FROM EXPERIMENT RESULTS,INSIGHTS FROM EXPERIMENT RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639180-Figure7-1.png,13
3933,icse-icse2024,10.1145/3597503.3639180,2,2,2.0,2 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639180-Figure2-1.png,13
3934,icse-icse2024,10.1145/3597503.3639180,4,7,7.0,3 EFFECTIVENESS EVALUATION,EFFECTIVENESS EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639180-Figure4-1.png,13
3935,icse-icse2024,10.1145/3597503.3639180,5,8,8.0,3 EFFECTIVENESS EVALUATION,EFFECTIVENESS EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639180-Figure5-1.png,13
3936,icse-icse2024,10.1145/3597503.3639180,6,8,8.0,3 EFFECTIVENESS EVALUATION,EFFECTIVENESS EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639180-Figure6-1.png,13
3937,icse-icse2024,10.1145/3597503.3639178,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639178-Figure1-1.png,13
3938,icse-icse2024,10.1145/3597503.3639178,4,6,7.0,4 STUDY,STUDY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639178-Figure4-1.png,13
3939,icse-icse2024,10.1145/3597503.3639178,7,9,9.0,5 HANDLING INPUT SEQUENCES,HANDLING INPUT SEQUENCES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639178-Figure7-1.png,13
3940,icse-icse2024,10.1145/3597503.3639178,5,7,7.0,4 STUDY,STUDY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639178-Figure5-1.png,13
3941,icse-icse2024,10.1145/3597503.3639178,6,7,7.0,4 STUDY,STUDY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639178-Figure6-1.png,13
3942,icse-icse2024,10.1145/3597503.3639178,2,3,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639178-Figure2-1.png,13
3943,icse-icse2024,10.1145/3597503.3639178,3,4,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639178-Figure3-1.png,13
3944,icse-icse2024,10.1145/3597503.3639227,1,3,3.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639227-Figure1-1.png,13
3945,icse-icse2024,10.1145/3597503.3639227,2,3,3.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639227-Figure2-1.png,13
3946,icse-icse2024,10.1145/3597503.3639227,5,8,8.0,4.2 RQ,RQ,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639227-Figure5-1.png,13
3947,icse-icse2024,10.1145/3597503.3639227,3,4,3.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639227-Figure3-1.png,13
3948,icse-icse2024,10.1145/3597503.3608138,4,6,6.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure4-1.png,12
3949,icse-icse2024,10.1145/3597503.3608138,5,7,5.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure5-1.png,12
3950,icse-icse2024,10.1145/3597503.3608138,1,3,3.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure1-1.png,12
3951,icse-icse2024,10.1145/3597503.3608138,8,8,7.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure8-1.png,12
3952,icse-icse2024,10.1145/3597503.3608138,7,8,7.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure7-1.png,12
3953,icse-icse2024,10.1145/3597503.3608138,9,8,7.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure9-1.png,12
3954,icse-icse2024,10.1145/3597503.3608138,10,8,8.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure10-1.png,12
3955,icse-icse2024,10.1145/3597503.3608138,2,4,3.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure2-1.png,12
3956,icse-icse2024,10.1145/3597503.3608138,3,4,4.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3608138-Figure3-1.png,12
3957,icse-icse2024,10.1145/3597503.3639108,6,9,9.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639108-Figure6-1.png,13
3958,icse-icse2024,10.1145/3597503.3639108,1,2,1.0,2 COSER IN ACTION,COSER IN ACTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639108-Figure1-1.png,13
3959,icse-icse2024,10.1145/3597503.3639108,2,3,1.0,3 THE COSER APPROACH,THE COSER APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639108-Figure2-1.png,13
3960,icse-icse2024,10.1145/3597503.3639108,5,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639108-Figure5-1.png,13
3961,icse-icse2024,10.1145/3597503.3639108,4,4,4.0,3 THE COSER APPROACH,THE COSER APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639108-Figure4-1.png,13
3962,icse-icse2024,10.1145/3597503.3639108,3,4,3.0,3 THE COSER APPROACH,THE COSER APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639108-Figure3-1.png,13
3963,icse-icse2024,10.1145/3597503.3623328,4,5,5.0,4 FRAMEWORK DESIGN,FRAMEWORK DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623328-Figure4-1.png,13
3964,icse-icse2024,10.1145/3597503.3623328,1,2,1.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623328-Figure1-1.png,13
3965,icse-icse2024,10.1145/3597503.3623328,2,3,3.0,3 PRELIMINARY STUDY,PRELIMINARY STUDY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623328-Figure2-1.png,13
3966,icse-icse2024,10.1145/3597503.3623328,5,8,8.0,6 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623328-Figure5-1.png,13
3967,icse-icse2024,10.1145/3597503.3623328,3,4,4.0,4 FRAMEWORK DESIGN,FRAMEWORK DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623328-Figure3-1.png,13
3968,icse-icse2024,10.1145/3597503.3639223,1,4,4.0,2 PRELIMINARY STUDY: DETECTING EMOTION TYPES,PRELIMINARY STUDY: DETECTING EMOTION TYPES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639223-Figure1-1.png,13
3969,icse-icse2024,10.1145/3597503.3639218,1,2,1.0,2 INTER-PROCEDURAL VULNERABILITIES,INTER-PROCEDURAL VULNERABILITIES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639218-Figure1-1.png,12
3970,icse-icse2024,10.1145/3597503.3639218,2,3,3.0,2 INTER-PROCEDURAL VULNERABILITIES,INTER-PROCEDURAL VULNERABILITIES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639218-Figure2-1.png,12
3971,icse-icse2024,10.1145/3597503.3639218,7,8,8.0,4.3 Distribution of Inter-Procedural Vulnerabilities,Distribution of Inter-Procedural Vulnerabilities,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639218-Figure7-1.png,12
3972,icse-icse2024,10.1145/3597503.3639218,4,4,3.0,2 INTER-PROCEDURAL VULNERABILITIES,INTER-PROCEDURAL VULNERABILITIES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639218-Figure4-1.png,12
3973,icse-icse2024,10.1145/3597503.3639218,5,4,3.0,3 VULTRIGGER,VULTRIGGER,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639218-Figure5-1.png,12
3974,icse-icse2024,10.1145/3597503.3639218,3,4,3.0,2 INTER-PROCEDURAL VULNERABILITIES,INTER-PROCEDURAL VULNERABILITIES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639218-Figure3-1.png,12
3975,icse-icse2024,10.1145/3597503.3623316,4,9,8.0,3.1 Dataset Collection,Dataset Collection,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623316-Figure4-1.png,12
3976,icse-icse2024,10.1145/3597503.3623316,3,7,7.0,3.1 Dataset Collection,Dataset Collection,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623316-Figure3-1.png,12
3977,icse-icse2024,10.1145/3597503.3623316,1,3,2.0,3 CODEREVAL BENCHMARK,CODEREVAL BENCHMARK,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623316-Figure1-1.png,12
3978,icse-icse2024,10.1145/3597503.3623316,2,3,5.0,3.1 Dataset Collection,Dataset Collection,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623316-Figure2-1.png,12
3979,icse-icse2024,10.1145/3597503.3623335,4,9,8.0,5 LIBRARY MISUSE IN REAL-WORLD,LIBRARY MISUSE IN REAL-WORLD,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623335-Figure4-1.png,12
3980,icse-icse2024,10.1145/3597503.3623335,1,2,2.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623335-Figure1-1.png,12
3981,icse-icse2024,10.1145/3597503.3623335,2,3,4.0,3 LIBRARY MISUSE INVESTIGATION,LIBRARY MISUSE INVESTIGATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623335-Figure2-1.png,12
3982,icse-icse2024,10.1145/3597503.3623335,3,8,8.0,5 LIBRARY MISUSE IN REAL-WORLD,LIBRARY MISUSE IN REAL-WORLD,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623335-Figure3-1.png,12
3983,icse-icse2024,10.1145/3597503.3639132,1,2,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639132-Figure1-1.png,13
3984,icse-icse2024,10.1145/3597503.3639132,3,3,4.0,2 MOTIVATING EXAMPLE,MOTIVATING EXAMPLE,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639132-Figure3-1.png,13
3985,icse-icse2024,10.1145/3597503.3639086,1,0,1.0,2 BACKGROUND AND RELATED WORK,BACKGROUND AND RELATED WORK,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure1-1.png,13
3986,icse-icse2024,10.1145/3597503.3639086,4,5,5.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure4-1.png,13
3987,icse-icse2024,10.1145/3597503.3639086,5,5,5.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure5-1.png,13
3988,icse-icse2024,10.1145/3597503.3639086,8,6,7.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure8-1.png,13
3989,icse-icse2024,10.1145/3597503.3639086,6,6,5.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure6-1.png,13
3990,icse-icse2024,10.1145/3597503.3639086,13,9,7.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure13-1.png,13
3991,icse-icse2024,10.1145/3597503.3639086,9,7,7.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure9-1.png,13
3992,icse-icse2024,10.1145/3597503.3639086,2,3,3.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure2-1.png,13
3993,icse-icse2024,10.1145/3597503.3639086,12,8,8.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure12-1.png,13
3994,icse-icse2024,10.1145/3597503.3639086,10,8,7.0,4 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure10-1.png,13
3995,icse-icse2024,10.1145/3597503.3639086,3,4,4.0,3 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639086-Figure3-1.png,13
3996,icse-icse2024,10.1145/3597503.3639163,1,2,2.0,2 THE J,THE J,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639163-Figure1-1.png,13
3997,icse-icse2024,10.1145/3597503.3639088,6,5,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure6-1.png,12
3998,icse-icse2024,10.1145/3597503.3639088,7,5,6.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure7-1.png,12
3999,icse-icse2024,10.1145/3597503.3639088,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure1-1.png,12
4000,icse-icse2024,10.1145/3597503.3639088,2,1,2.0,2 BACKGROUND AND MOTIVATION,BACKGROUND AND MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure2-1.png,12
4001,icse-icse2024,10.1145/3597503.3639088,9,9,9.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure9-1.png,12
4002,icse-icse2024,10.1145/3597503.3639088,10,9,9.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure10-1.png,12
4003,icse-icse2024,10.1145/3597503.3639088,3,2,2.0,2 BACKGROUND AND MOTIVATION,BACKGROUND AND MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure3-1.png,12
4004,icse-icse2024,10.1145/3597503.3639088,4,3,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure4-1.png,12
4005,icse-icse2024,10.1145/3597503.3639088,8,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure8-1.png,12
4006,icse-icse2024,10.1145/3597503.3639088,5,4,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639088-Figure5-1.png,12
4007,icse-icse2024,10.1145/3597503.3639199,1,2,2.0,3 OVERVIEW,OVERVIEW,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639199-Figure1-1.png,13
4008,icse-icse2024,10.1145/3597503.3639199,2,2,2.0,3 OVERVIEW,OVERVIEW,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639199-Figure2-1.png,13
4009,icse-icse2024,10.1145/3597503.3639199,4,4,4.0,4 DESIGN,DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639199-Figure4-1.png,13
4010,icse-icse2024,10.1145/3597503.3639219,4,6,4.0,3 NEW BENCHMARK CLASSEVAL,NEW BENCHMARK CLASSEVAL,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639219-Figure4-1.png,13
4011,icse-icse2024,10.1145/3597503.3639219,8,9,9.0,5 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639219-Figure8-1.png,13
4012,icse-icse2024,10.1145/3597503.3639219,7,9,9.0,5 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639219-Figure7-1.png,13
4013,icse-icse2024,10.1145/3597503.3639219,9,9,9.0,5 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639219-Figure9-1.png,13
4014,icse-icse2024,10.1145/3597503.3639219,10,9,9.0,5 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639219-Figure10-1.png,13
4015,icse-icse2024,10.1145/3597503.3639219,2,2,3.0,3 NEW BENCHMARK CLASSEVAL,NEW BENCHMARK CLASSEVAL,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639219-Figure2-1.png,13
4016,icse-icse2024,10.1145/3597503.3639219,6,8,8.0,5 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639219-Figure6-1.png,13
4017,icse-icse2024,10.1145/3597503.3623350,3,5,5.0,4 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623350-Figure3-1.png,13
4018,icse-icse2024,10.1145/3597503.3623350,4,6,5.0,4 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623350-Figure4-1.png,13
4019,icse-icse2024,10.1145/3597503.3623350,1,2,2.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623350-Figure1-1.png,13
4020,icse-icse2024,10.1145/3597503.3623350,5,7,6.0,4 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623350-Figure5-1.png,13
4021,icse-icse2024,10.1145/3597503.3623350,2,4,4.0,3 OVERVIEW,OVERVIEW,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3623350-Figure2-1.png,13
4022,icse-icse2024,10.1145/3597503.3639094,3,5,5.0,4 COMPARISON OF EXISTING APPROACHES.,COMPARISON OF EXISTING APPROACHES.,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639094-Figure3-1.png,12
4023,icse-icse2024,10.1145/3597503.3639094,4,6,6.0,5 IMPROVEMENTS OF DESCRIPTION-BASED CATEGORIZATION APPROACHES,IMPROVEMENTS OF DESCRIPTION-BASED CATEGORIZATION APPROACHES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639094-Figure4-1.png,12
4024,icse-icse2024,10.1145/3597503.3639094,1,2,2.0,3 GROUND-TRUTH DATASET,GROUND-TRUTH DATASET,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639094-Figure1-1.png,12
4025,icse-icse2024,10.1145/3597503.3639094,5,8,7.0,6 IMPROVEMENTS OF APK-BASED CATEGORIZATION APPROACHES,IMPROVEMENTS OF APK-BASED CATEGORIZATION APPROACHES,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639094-Figure5-1.png,12
4026,icse-icse2024,10.1145/3597503.3639094,2,4,3.0,3 GROUND-TRUTH DATASET,GROUND-TRUTH DATASET,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639094-Figure2-1.png,12
4027,icse-icse2024,10.1145/3597503.3639144,6,5,5.0,4 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure6-1.png,12
4028,icse-icse2024,10.1145/3597503.3639144,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure1-1.png,12
4029,icse-icse2024,10.1145/3597503.3639144,7,6,7.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure7-1.png,12
4030,icse-icse2024,10.1145/3597503.3639144,11,9,9.0,6 DISCUSSION,DISCUSSION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure11-1.png,12
4031,icse-icse2024,10.1145/3597503.3639144,9,9,9.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure9-1.png,12
4032,icse-icse2024,10.1145/3597503.3639144,10,9,9.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure10-1.png,12
4033,icse-icse2024,10.1145/3597503.3639144,3,3,6.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure3-1.png,12
4034,icse-icse2024,10.1145/3597503.3639144,8,8,8.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure8-1.png,12
4035,icse-icse2024,10.1145/3597503.3639144,4,4,5.0,4 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure4-1.png,12
4036,icse-icse2024,10.1145/3597503.3639144,5,4,4.0,4 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639144-Figure5-1.png,12
4037,icse-icse2024,10.1145/3597503.3639136,2,5,6.0,3 STUDYING UNSAFE DOCUMENTS IN STD,STUDYING UNSAFE DOCUMENTS IN STD,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639136-Figure2-1.png,13
4038,icse-icse2024,10.1145/3597503.3639136,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639136-Figure1-1.png,13
4039,icse-icse2024,10.1145/3597503.3639136,6,9,9.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639136-Figure6-1.png,13
4040,icse-icse2024,10.1145/3597503.3639136,4,7,7.0,4 VERIFYING REAL-WORLD UNSAFE CODE,VERIFYING REAL-WORLD UNSAFE CODE,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639136-Figure4-1.png,13
4041,icse-icse2024,10.1145/3597503.3639136,5,7,8.0,4 VERIFYING REAL-WORLD UNSAFE CODE,VERIFYING REAL-WORLD UNSAFE CODE,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639136-Figure5-1.png,13
4042,icse-icse2024,10.1145/3597503.3639136,3,7,6.0,4 VERIFYING REAL-WORLD UNSAFE CODE,VERIFYING REAL-WORLD UNSAFE CODE,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639136-Figure3-1.png,13
4043,icse-icse2024,10.1145/3597503.3639171,1,1,1.0,2 ILLUSTRATIVE EXAMPLE,ILLUSTRATIVE EXAMPLE,../datacollection/pdf_analysis/icse-icse2024/figures/10__1145--3597503__3639171-Figure1-1.png,12
