,conf,doi,fig_num,status,type,category,subcategory,subsubcategory,dimensionality,multiplicity,n_panels
1089,models-models2024,10.1145/3640310.3674097,1,SUCCESS,P,,,,,,
1090,models-models2024,10.1145/3640310.3674097,13,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Multipanel,2
1091,models-models2024,10.1145/3640310.3674097,14,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,2
1092,models-models2024,10.1145/3640310.3674097,14,SUCCESS,D,Point,Scatter Plot,Trend Line,2.0,Multipanel,2
1093,models-models2024,10.1145/3640310.3674091,4,SUCCESS,D,Circle,Pie Chart,Pie Chart,2.0,Single,1
1094,models-models2024,10.1145/3640310.3674094,5,SUCCESS,P,,,,,,
1095,models-models2024,10.1145/3640310.3674088,5,SUCCESS,P,,,,,,
1096,models-models2024,10.1145/3640310.3674086,3,SUCCESS,P,,,,,,
1097,models-models2024,10.1145/3640310.3674082,9,SUCCESS,P,,,,,,
1098,models-models2024,10.1145/3640310.3674084,4,SUCCESS,P,,,,,,
1099,models-models2024,10.1145/3640310.3674090,2,SUCCESS,P,,,,,,
1100,models-models2024,10.1145/3640310.3674104,5,SUCCESS,P,,,,,,
1101,models-models2024,10.1145/3640310.3674104,4,SUCCESS,P,,,,,,
1102,models-models2024,10.1145/3640310.3674096,5,SUCCESS,P,,,,,,
1103,models-models2024,10.1145/3640310.3674100,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1104,models-models2024,10.1145/3640310.3674088,3,SUCCESS,P,,,,,,
1105,models-models2024,10.1145/3640310.3674099,1,SUCCESS,P,,,,,,
1106,models-models2024,10.1145/3640310.3674101,9,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Single,1
1107,models-models2024,10.1145/3640310.3674098,3,SUCCESS,P,,,,,,
1108,models-models2024,10.1145/3640310.3674082,2,SUCCESS,P,,,,,,
1109,models-models2024,10.1145/3640310.3674103,6,SUCCESS,P,,,,,,
1110,models-models2024,10.1145/3640310.3674093,5,SUCCESS,P,,,,,,
1111,models-models2024,10.1145/3640310.3674096,4,SUCCESS,P,,,,,,
1112,esem-esem2024,10.1145/3674805.3686680,4,SUCCESS,P,,,,,,
1113,esem-esem2024,10.1145/3674805.3686691,8,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Grouped,1
1114,esem-esem2024,10.1145/3674805.3686683,2,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
1115,esem-esem2024,10.1145/3674805.3686683,2,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
1116,esem-esem2024,10.1145/3674805.3686694,1,SUCCESS,P,,,,,,
1117,esem-esem2024,10.1145/3674805.3686682,3,SUCCESS,T,,,,,,
1118,esem-esem2024,10.1145/3674805.3686674,3,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Combination,1
1119,esem-esem2024,10.1145/3674805.3686693,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1120,esem-esem2024,10.1145/3674805.3686674,4,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Multipanel,2
1121,esem-esem2024,10.1145/3674805.3686674,4,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Multipanel,2
1122,esem-esem2024,10.1145/3674805.3686680,5,SUCCESS,P,,,,,,
1123,esem-esem2024,10.1145/3674805.3686677,1,SUCCESS,P,,,,,,
1124,esem-esem2024,10.1145/3674805.3686668,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
1125,esem-esem2024,10.1145/3674805.3686668,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
1126,esem-esem2024,10.1145/3674805.3686668,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
1127,esem-esem2024,10.1145/3674805.3686686,2,SUCCESS,P,,,,,,
1128,esem-esem2024,10.1145/3674805.3686665,7,SUCCESS,D,Grid / Matrix,Heat Map,Heat Map,2.0,Single,1
1129,esem-esem2024,10.1145/3674805.3686673,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
1130,esem-esem2024,10.1145/3674805.3686673,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
1131,esem-esem2024,10.1145/3674805.3686674,1,SUCCESS,D,Line,Star Plot,Star Plot,2.0,Single,1
1132,esem-esem2024,10.1145/3674805.3686680,6,SUCCESS,P,,,,,,
1133,esem-esem2024,10.1145/3674805.3686690,1,SUCCESS,P,,,,,,
1134,esem-esem2024,10.1145/3674805.3686676,2,SUCCESS,P,,,,,,
1135,esem-esem2024,10.1145/3674805.3686695,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,3
1136,esem-esem2024,10.1145/3674805.3686695,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,3
1137,esem-esem2024,10.1145/3674805.3686695,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,3
1138,esem-esem2024,10.1145/3674805.3686665,1,SUCCESS,P,,,,,,
1139,esem-esem2024,10.1145/3674805.3686669,3,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Multipanel,3
1140,esem-esem2024,10.1145/3674805.3686669,3,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Multipanel,3
1141,esem-esem2024,10.1145/3674805.3686669,3,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Multipanel,3
1142,esem-esem2024,10.1145/3674805.3686695,2,SUCCESS,P,,,,,,
1143,esem-esem2024,10.1145/3674805.3686688,4,SUCCESS,P,,,,,,
1144,esem-esem2024,10.1145/3674805.3686668,1,SUCCESS,P,,,,,,
1145,esem-esem2024,10.1145/3674805.3686693,4,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1146,icse-icse2024,10.1145/3597503.3639221,2,SUCCESS,P,,,,,,
1147,icse-icse2024,10.1145/3597503.3639110,1,SUCCESS,T,,,,,,
1148,icse-icse2024,10.1145/3597503.3608138,5,SUCCESS,P,,,,,,
1149,icse-icse2024,10.1145/3597503.3623300,1,SUCCESS,T,,,,,,
1150,icse-icse2024,10.1145/3597503.3639180,1,SUCCESS,P,,,,,,
1151,icse-icse2024,10.1145/3597503.3623300,3,SUCCESS,P,,,,,,
1152,icse-icse2024,10.1145/3597503.3639200,2,SUCCESS,P,,,,,,
1153,icse-icse2024,10.1145/3597503.3639215,3,SUCCESS,P,,,,,,
1154,icse-icse2024,10.1145/3597503.3623338,3,SUCCESS,P,,,,,,
1155,icse-icse2024,10.1145/3597503.3639138,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1156,icse-icse2024,10.1145/3597503.3639209,2,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Single,1
1157,icse-icse2024,10.1145/3597503.3639134,1,SUCCESS,P,,,,,,
1158,icse-icse2024,10.1145/3597503.3623319,10,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1159,icse-icse2024,10.1145/3597503.3623302,11,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Multipanel,2
1160,icse-icse2024,10.1145/3597503.3623302,11,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Multipanel,2
1161,icse-icse2024,10.1145/3597503.3623331,4,SUCCESS,P,,,,,,
1162,icse-icse2024,10.1145/3597503.3639107,2,SUCCESS,P,,,,,,
1163,icse-icse2024,10.1145/3597503.3639208,4,SUCCESS,P,,,,,,
1164,icse-icse2024,10.1145/3597503.3639191,2,SUCCESS,P,,,,,,
1165,icse-icse2024,10.1145/3597503.3639219,9,SUCCESS,P,,,,,,
1166,icse-icse2024,10.1145/3597503.3639117,5,SUCCESS,P,,,,,,
1167,icse-icse2024,10.1145/3597503.3639217,3,SUCCESS,D,Distribution,Histogram,Histogram,2.0,Single,1
1168,icse-icse2024,10.1145/3597503.3608130,2,SUCCESS,P,,,,,,
1169,icse-icse2024,10.1145/3597503.3623331,16,SUCCESS,P,,,,,,
1170,icse-icse2024,10.1145/3597503.3639192,1,SUCCESS,P,,,,,,
1171,icse-icse2024,10.1145/3597503.3623313,2,SUCCESS,P,,,,,,
1172,kbse-ase2024,10.1145/3691620.3695484,4,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Single,1
1173,kbse-ase2024,10.1145/3691620.3695064,7,SUCCESS,P,,,,,,
1174,kbse-ase2024,10.1145/3691620.3695054,3,SUCCESS,P,,,,,,
1175,kbse-ase2024,10.1145/3691620.3695070,4,SUCCESS,P,,,,,,
1176,kbse-ase2024,10.1145/3691620.3694997,4,SUCCESS,P,,,,,,
1177,kbse-ase2024,10.1145/3691620.3695536,1,SUCCESS,P,,,,,,
1178,kbse-ase2024,10.1145/3691620.3695031,5,SUCCESS,P,,,,,,
1179,kbse-ase2024,10.1145/3691620.3695016,2,SUCCESS,P,,,,,,
1180,kbse-ase2024,10.1145/3691620.3695553,3,SUCCESS,P,,,,,,
1181,kbse-ase2024,10.1145/3691620.3695513,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1182,kbse-ase2024,10.1145/3691620.3695059,9,SUCCESS,P,,,,,,
1183,kbse-ase2024,10.1145/3691620.3695059,5,SUCCESS,D,Area,Area Chart,Stacked Area Chart,2.0,Single,1
1184,kbse-ase2024,10.1145/3691620.3694995,6,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1185,kbse-ase2024,10.1145/3691620.3695551,6,SUCCESS,T,,,,,,
1186,kbse-ase2024,10.1145/3691620.3695521,13,SUCCESS,P,,,,,,
1187,kbse-ase2024,10.1145/3691620.3695032,3,SUCCESS,P,,,,,,
1188,kbse-ase2024,10.1145/3691620.3695549,4,SUCCESS,P,,,,,,
1189,kbse-ase2024,10.1145/3691620.3695537,2,SUCCESS,P,,,,,,
1190,kbse-ase2024,10.1145/3691620.3695484,1,SUCCESS,P,,,,,,
1191,kbse-ase2024,10.1145/3691620.3694999,4,SUCCESS,P,,,,,,
1192,kbse-ase2024,10.1145/3691620.3694996,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,3
1193,kbse-ase2024,10.1145/3691620.3695550,5,SUCCESS,P,,,,,,
1194,kbse-ase2024,10.1145/3691620.3695068,6,SUCCESS,T,,,,,,
1195,kbse-ase2024,10.1145/3691620.3694995,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Single,1
1196,kbse-ase2024,10.1145/3691620.3695490,3,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Grouped,1
1197,fse-fse2024,10.1145/3660774,7,FAILED,,,,,,,
1198,wcre-saner2024,10.1109/SANER60148.2024.00083,4,FAILED,,,,,,,
1199,wcre-saner2024,10.1109/SANER60148.2024.00107,4,FAILED,,,,,,,
1200,wcre-saner2024,10.1109/SANER60148.2024.00106,7,FAILED,,,,,,,
1201,wcre-saner2024,10.1109/SANER60148.2024.00086,6,FAILED,,,,,,,
1202,wcre-saner2024,10.1109/SANER60148.2024.00101,5,FAILED,,,,,,,
1203,wcre-saner2024,10.1109/SANER60148.2024.00028,4,FAILED,,,,,,,
1204,wcre-saner2024,10.1109/SANER60148.2024.00056,5,FAILED,,,,,,,
1205,wcre-saner2024,10.1109/SANER60148.2024.00036,5,FAILED,,,,,,,
1206,wcre-saner2024,10.1109/SANER60148.2024.00038,2,FAILED,,,,,,,
1207,wcre-saner2024,10.1109/SANER60148.2024.00023,6,FAILED,,,,,,,
1208,wcre-saner2024,10.1109/SANER60148.2024.00016,1,FAILED,,,,,,,
1209,wcre-saner2024,10.1109/SANER60148.2024.00094,8,FAILED,,,,,,,
1210,wcre-saner2024,10.1109/SANER60148.2024.00073,3,FAILED,,,,,,,
1211,wcre-saner2024,10.1109/SANER60148.2024.00016,3,FAILED,,,,,,,
1212,wcre-saner2024,10.1109/SANER60148.2024.00009,7,FAILED,,,,,,,
1213,wcre-saner2024,10.1109/SANER60148.2024.00007,3,FAILED,,,,,,,
1214,wcre-saner2024,10.1109/SANER60148.2024.00106,8,FAILED,,,,,,,
1215,wcre-saner2024,10.1109/SANER60148.2024.00086,4,FAILED,,,,,,,
1216,wcre-saner2024,10.1109/SANER60148.2024.00103,7,FAILED,,,,,,,
1217,wcre-saner2024,10.1109/SANER60148.2024.00102,4,FAILED,,,,,,,
1218,wcre-saner2024,10.1109/SANER60148.2024.00007,1,FAILED,,,,,,,
1219,wcre-saner2024,10.1109/SANER60148.2024.00073,5,FAILED,,,,,,,
1220,wcre-saner2024,10.1109/SANER60148.2024.00056,6,FAILED,,,,,,,
1221,wcre-saner2024,10.1109/SANER60148.2024.00083,1,FAILED,,,,,,,
1222,wcre-saner2024,10.1109/SANER60148.2024.00036,2,FAILED,,,,,,,
1223,issta-issta2024,10.1145/3650212.3680306,3,SUCCESS,P,,,,,,
1224,issta-issta2024,10.1145/3650212.3680323,3,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Multipanel,2
1225,issta-issta2024,10.1145/3650212.3680358,2,SUCCESS,P,,,,,,
1226,issta-issta2024,10.1145/3650212.3680359,6,SUCCESS,T,,,,,,
1227,issta-issta2024,10.1145/3650212.3680311,4,SUCCESS,P,,,,,,
1228,issta-issta2024,10.1145/3650212.3652132,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
1229,issta-issta2024,10.1145/3650212.3680378,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1230,issta-issta2024,10.1145/3650212.3652138,8,SUCCESS,D,Distribution,Point Graph,Point Graph,2.0,Multipanel,2
1231,issta-issta2024,10.1145/3650212.3652146,4,SUCCESS,P,,,,,,
1232,issta-issta2024,10.1145/3650212.3680378,2,SUCCESS,P,,,,,,
1233,issta-issta2024,10.1145/3650212.3680317,3,SUCCESS,P,,,,,,
1234,issta-issta2024,10.1145/3650212.3652132,8,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
1235,issta-issta2024,10.1145/3650212.3680372,11,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Multipanel,3
1236,issta-issta2024,10.1145/3650212.3680341,4,SUCCESS,P,,,,,,
1237,issta-issta2024,10.1145/3650212.3652108,5,SUCCESS,T,,,,,,
1238,issta-issta2024,10.1145/3650212.3680302,4,SUCCESS,D,Grid / Matrix,Heat Map,Heat Map,2.0,Single,1
1239,issta-issta2024,10.1145/3650212.3680365,7,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1240,issta-issta2024,10.1145/3650212.3680316,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1241,issta-issta2024,10.1145/3650212.3680400,12,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Treemap,2.0,Multipanel,3
1242,issta-issta2024,10.1145/3650212.3680397,8,SUCCESS,P,,,,,,
1243,issta-issta2024,10.1145/3650212.3680323,5,SUCCESS,P,,,,,,
1244,issta-issta2024,10.1145/3650212.3680379,3,SUCCESS,P,,,,,,
1245,issta-issta2024,10.1145/3650212.3680385,3,SUCCESS,P,,,,,,
1246,issta-issta2024,10.1145/3650212.3652138,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1247,issta-issta2024,10.1145/3650212.3680315,13,SUCCESS,P,,,,,,
1248,kbse-ase2024,10.1145/3691620.3695015,6,SUCCESS,P,,,,,,
1249,kbse-ase2024,10.1145/3691620.3695537,5,SUCCESS,P,,,,,,
1250,kbse-ase2024,10.1145/3691620.3695071,3,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1251,kbse-ase2024,10.1145/3691620.3695072,1,SUCCESS,D,Line,Star Plot,Star Plot,2.0,Single,1
1252,kbse-ase2024,10.1145/3691620.3695489,1,SUCCESS,D,Diagram,Flow Chart,Flow Chart,2.0,Combination,1
1253,kbse-ase2024,10.1145/3691620.3695489,1,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Combination,1
1254,kbse-ase2024,10.1145/3691620.3695056,2,SUCCESS,D,Grid / Matrix,Heat Map,Heat Map,2.0,Multipanel,3
1255,kbse-ase2024,10.1145/3691620.3695487,3,SUCCESS,P,,,,,,
1256,kbse-ase2024,10.1145/3691620.3695541,1,SUCCESS,P,,,,,,
1257,kbse-ase2024,10.1145/3691620.3694998,3,SUCCESS,P,,,,,,
1258,kbse-ase2024,10.1145/3691620.3695485,5,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1259,kbse-ase2024,10.1145/3691620.3695550,2,SUCCESS,P,,,,,,
1260,kbse-ase2024,10.1145/3691620.3695015,8,SUCCESS,P,,,,,,
1261,kbse-ase2024,10.1145/3691620.3695540,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,5
1262,kbse-ase2024,10.1145/3691620.3695010,2,SUCCESS,P,,,,,,
1263,kbse-ase2024,10.1145/3691620.3694999,5,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
1264,kbse-ase2024,10.1145/3691620.3694997,1,SUCCESS,P,,,,,,
1265,kbse-ase2024,10.1145/3691620.3695034,3,SUCCESS,P,,,,,,
1266,kbse-ase2024,10.1145/3691620.3695015,14,SUCCESS,P,,,,,,
1267,kbse-ase2024,10.1145/3691620.3695492,4,SUCCESS,P,,,,,,
1268,kbse-ase2024,10.1145/3691620.3695534,4,SUCCESS,P,,,,,,
1269,kbse-ase2024,10.1145/3691620.3695484,3,SUCCESS,P,,,,,,
1270,kbse-ase2024,10.1145/3691620.3695066,2,SUCCESS,P,,,,,,
1271,kbse-ase2024,10.1145/3691620.3695508,4,SUCCESS,P,,,,,,
1272,kbse-ase2024,10.1145/3691620.3695005,4,SUCCESS,D,Point,Scatter Plot,Bubble Chart,2.0,Multipanel,2
1273,kbse-ase2024,10.1145/3691620.3695482,3,SUCCESS,P,,,,,,
1274,msr-msr2024,10.1145/3643991.3644932,5,FAILED,,,,,,,
1275,msr-msr2024,10.1145/3643991.3644912,5,FAILED,,,,,,,
1276,msr-msr2024,10.1145/3643991.3644931,3,FAILED,,,,,,,
1277,icse-icse2024,10.1145/3597503.3639162,10,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Single,1
1278,icse-icse2024,10.1145/3597503.3639216,9,SUCCESS,P,,,,,,
1279,icse-icse2024,10.1145/3597503.3639104,1,SUCCESS,P,,,,,,
1280,icse-icse2024,10.1145/3597503.3639112,6,SUCCESS,P,,,,,,
1281,icse-icse2024,10.1145/3597503.3639158,3,SUCCESS,P,,,,,,
1282,icse-icse2024,10.1145/3597503.3639161,6,SUCCESS,P,,,,,,
1283,icse-icse2024,10.1145/3597503.3623326,3,SUCCESS,P,,,,,,
1284,icse-icse2024,10.1145/3597503.3639137,7,SUCCESS,T,,,,,,
1285,icse-icse2024,10.1145/3597503.3639121,2,SUCCESS,T,,,,,,
1286,icse-icse2024,10.1145/3597503.3639140,4,SUCCESS,P,,,,,,
1287,icse-icse2024,10.1145/3597503.3639085,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,4
1288,icse-icse2024,10.1145/3597503.3639085,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,4
1289,icse-icse2024,10.1145/3597503.3639123,1,SUCCESS,P,,,,,,
1290,icse-icse2024,10.1145/3597503.3639125,1,SUCCESS,P,,,,,,
1291,icse-icse2024,10.1145/3597503.3639134,5,SUCCESS,P,,,,,,
1292,icse-icse2024,10.1145/3597503.3639086,12,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1293,icse-icse2024,10.1145/3597503.3639102,2,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Single,1
1294,icse-icse2024,10.1145/3597503.3639119,5,SUCCESS,P,,,,,,
1295,icse-icse2024,10.1145/3597503.3623307,5,SUCCESS,P,,,,,,
1296,icse-icse2024,10.1145/3597503.3623337,5,SUCCESS,P,,,,,,
1297,icse-icse2024,10.1145/3597503.3623328,1,SUCCESS,P,,,,,,
1298,icse-icse2024,10.1145/3597503.3639169,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Single,1
1299,icse-icse2024,10.1145/3597503.3608135,4,SUCCESS,P,,,,,,
1300,icse-icse2024,10.1145/3597503.3639086,6,SUCCESS,P,,,,,,
1301,icse-icse2024,10.1145/3597503.3639149,2,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Single,1
1302,icse-icse2024,10.1145/3597503.3639090,6,SUCCESS,P,,,,,,
1303,fse-fse2024,10.1145/3660803,2,SUCCESS,P,,,,,,
1304,fse-fse2024,10.1145/3660770,8,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
1305,fse-fse2024,10.1145/3643732,1,SUCCESS,P,,,,,,
1306,fse-fse2024,10.1145/3660776,3,SUCCESS,P,,,,,,
1307,fse-fse2024,10.1145/3660784,5,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1308,fse-fse2024,10.1145/3660797,4,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,2
1309,fse-fse2024,10.1145/3660797,4,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,2
1310,fse-fse2024,10.1145/3660783,8,SUCCESS,P,,,,,,
1311,fse-fse2024,10.1145/3643759,8,SUCCESS,P,,,,,,
1312,fse-fse2024,10.1145/3643749,10,SUCCESS,P,,,,,,
1313,fse-fse2024,10.1145/3643777,5,SUCCESS,P,,,,,,
1314,fse-fse2024,10.1145/3660775,1,SUCCESS,D,Diagram,Flow Chart,Flow Chart,2.0,Single,1
1315,fse-fse2024,10.1145/3643769,1,SUCCESS,P,,,,,,
1316,fse-fse2024,10.1145/3643772,2,SUCCESS,P,,,,,,
1317,fse-fse2024,10.1145/3660821,10,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
1318,fse-fse2024,10.1145/3643760,4,SUCCESS,P,,,,,,
1319,fse-fse2024,10.1145/3660779,3,SUCCESS,P,,,,,,
1320,fse-fse2024,10.1145/3660779,4,SUCCESS,P,,,,,,
1321,fse-fse2024,10.1145/3643758,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
1322,fse-fse2024,10.1145/3643758,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
1323,fse-fse2024,10.1145/3643732,2,SUCCESS,P,,,,,,
1324,fse-fse2024,10.1145/3660809,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,8
1325,fse-fse2024,10.1145/3660809,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,8
1326,fse-fse2024,10.1145/3660809,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,8
1327,fse-fse2024,10.1145/3660809,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,8
1328,fse-fse2024,10.1145/3660809,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,8
1329,fse-fse2024,10.1145/3660809,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,8
1330,fse-fse2024,10.1145/3660809,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,8
1331,fse-fse2024,10.1145/3660821,8,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1332,fse-fse2024,10.1145/3660777,7,SUCCESS,D,Distribution,Point Graph,Point Graph,2.0,Single,1
1333,fse-fse2024,10.1145/3660784,3,SUCCESS,P,,,,,,
1334,fse-fse2024,10.1145/3660791,7,SUCCESS,P,,,,,,
1335,fse-fse2024,10.1145/3643755,7,SUCCESS,T,,,,,,
1336,iwpc-icpc2024,10.1145/3643916.3644417,2,FAILED,,,,,,,
1337,iwpc-icpc2024,10.1145/3643916.3644408,6,FAILED,,,,,,,
1338,iwpc-icpc2024,10.1145/3643916.3644407,1,FAILED,,,,,,,
1339,iwpc-icpc2024,10.1145/3643916.3644421,2,FAILED,,,,,,,
1340,iwpc-icpc2024,10.1145/3643916.3644414,1,FAILED,,,,,,,
1341,iwpc-icpc2024,10.1145/3643916.3644424,8,FAILED,,,,,,,
1342,iwpc-icpc2024,10.1145/3643916.3644426,5,FAILED,,,,,,,
1343,iwpc-icpc2024,10.1145/3643916.3644401,4,FAILED,,,,,,,
1344,iwpc-icpc2024,10.1145/3643916.3644409,5,FAILED,,,,,,,
1345,iwpc-icpc2024,10.1145/3643916.3644410,6,FAILED,,,,,,,
1346,iwpc-icpc2024,10.1145/3643916.3644401,8,FAILED,,,,,,,
1347,iwpc-icpc2024,10.1145/3643916.3644409,3,FAILED,,,,,,,
1348,iwpc-icpc2024,10.1145/3643916.3644418,1,FAILED,,,,,,,
1349,iwpc-icpc2024,10.1145/3643916.3644409,1,FAILED,,,,,,,
1350,iwpc-icpc2024,10.1145/3643916.3644409,7,FAILED,,,,,,,
1351,iwpc-icpc2024,10.1145/3643916.3644414,3,FAILED,,,,,,,
1352,iwpc-icpc2024,10.1145/3643916.3644418,5,FAILED,,,,,,,
1353,iwpc-icpc2024,10.1145/3643916.3644410,1,FAILED,,,,,,,
1354,iwpc-icpc2024,10.1145/3643916.3644402,3,FAILED,,,,,,,
1355,iwpc-icpc2024,10.1145/3643916.3646556,4,FAILED,,,,,,,
1356,iwpc-icpc2024,10.1145/3643916.3644411,3,FAILED,,,,,,,
1357,iwpc-icpc2024,10.1145/3643916.3644426,2,FAILED,,,,,,,
1358,iwpc-icpc2024,10.1145/3643916.3644427,5,FAILED,,,,,,,
1359,icse-icse2024,10.1145/3597503.3608137,5,SUCCESS,P,,,,,,
1360,icse-icse2024,10.1145/3597503.3639195,1,SUCCESS,P,,,,,,
1361,icse-icse2024,10.1145/3597503.3639232,2,SUCCESS,P,,,,,,
1362,icse-icse2024,10.1145/3597503.3639189,3,SUCCESS,P,,,,,,
1363,icse-icse2024,10.1145/3597503.3639074,1,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,3
1364,icse-icse2024,10.1145/3597503.3639074,1,SUCCESS,D,Point,Scatter Plot,Trend Line,2.0,Multipanel,3
1365,icse-icse2024,10.1145/3597503.3639583,4,SUCCESS,P,,,,,,
1366,icse-icse2024,10.1145/3597503.3639152,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1367,icse-icse2024,10.1145/3597503.3639113,1,SUCCESS,P,,,,,,
1368,icse-icse2024,10.1145/3597503.3639155,8,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1369,icse-icse2024,10.1145/3597503.3639081,8,SUCCESS,P,,,,,,
1370,icse-icse2024,10.1145/3597503.3639099,1,SUCCESS,P,,,,,,
1371,icse-icse2024,10.1145/3597503.3639228,2,SUCCESS,P,,,,,,
1372,icse-icse2024,10.1145/3597503.3639204,10,SUCCESS,P,,,,,,
1373,icse-icse2024,10.1145/3597503.3639134,3,SUCCESS,P,,,,,,
