,conf,doi,fig_num,status,type,category,subcategory,subsubcategory,dimensionality,multiplicity,n_panels
1119,icse-icse2024,10.1145/3597503.3639164,2,SUCCESS,P,,,,,,
1120,icse-icse2024,10.1145/3597503.3639201,2,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Grouped,1
1121,icse-icse2024,10.1145/3597503.3608139,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Grouped,1
1122,icse-icse2024,10.1145/3597503.3639087,5,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2,Single,1
1123,icse-icse2024,10.1145/3597503.3623310,5,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,2
1124,icse-icse2024,10.1145/3597503.3623331,23,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Multipanel,1
1125,icse-icse2024,10.1145/3597503.3639580,6,SUCCESS,P,,,,,,
1126,icse-icse2024,10.1145/3597503.3623351,5,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,2
1127,icse-icse2024,10.1145/3597503.3639144,9,SUCCESS,P,,,,,,
1128,icse-icse2024,10.1145/3597503.3639094,5,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1129,icse-icse2024,10.1145/3597503.3623338,4,SUCCESS,D,Diagram,Flow Chart,Flow Chart,2,Grouped,1
1130,icse-icse2024,10.1145/3597503.3623341,2,SUCCESS,P,,,,,,
1131,icse-icse2024,10.1145/3597503.3623312,5,SUCCESS,P,,,,,,
1132,icse-icse2024,10.1145/3597503.3639168,6,SUCCESS,P,,,,,,
1133,icse-icse2024,10.1145/3597503.3639082,6,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1134,icse-icse2024,10.1145/3597503.3639158,2,SUCCESS,P,,,,,,
1135,icse-icse2024,10.1145/3597503.3639218,4,SUCCESS,P,,,,,,
1136,icse-icse2024,10.1145/3597503.3639231,3,SUCCESS,P,,,,,,
1137,icse-icse2024,10.1145/3597503.3608142,1,SUCCESS,P,,,,,,
1138,icse-icse2024,10.1145/3597503.3639167,4,SUCCESS,P,,,,,,
1139,icse-icse2024,10.1145/3597503.3639213,8,SUCCESS,P,,,,,,
1140,icse-icse2024,10.1145/3597503.3639217,2,FAILED,,,,,,,
1141,icse-icse2024,10.1145/3597503.3623308,1,FAILED,,,,,,,
1142,icse-icse2024,10.1145/3597503.3623302,2,FAILED,,,,,,,
1143,icse-icse2024,10.1145/3597503.3639135,3,FAILED,,,,,,,
1144,icse-icse2024,10.1145/3597503.3608137,2,FAILED,,,,,,,
1145,icse-icse2024,10.1145/3597503.3623333,1,FAILED,,,,,,,
1146,icse-icse2024,10.1145/3597503.3623320,1,FAILED,,,,,,,
1147,icse-icse2024,10.1145/3597503.3623340,1,FAILED,,,,,,,
1148,icse-icse2024,10.1145/3597503.3623330,3,FAILED,,,,,,,
1149,icse-icse2024,10.1145/3597503.3623329,6,FAILED,,,,,,,
1150,icse-icse2024,10.1145/3597503.3623307,6,FAILED,,,,,,,
1151,icse-icse2024,10.1145/3597503.3639203,1,FAILED,,,,,,,
1152,icse-icse2024,10.1145/3597503.3639144,10,FAILED,,,,,,,
1153,icse-icse2024,10.1145/3597503.3639172,2,FAILED,,,,,,,
1154,icse-icse2024,10.1145/3597503.3608142,2,FAILED,,,,,,,
1155,icse-icse2024,10.1145/3597503.3623301,4,FAILED,,,,,,,
1156,icse-icse2024,10.1145/3597503.3639192,4,FAILED,,,,,,,
1157,icse-icse2024,10.1145/3597503.3639084,1,FAILED,,,,,,,
1158,icse-icse2024,10.1145/3597503.3639076,1,FAILED,,,,,,,
1159,icse-icse2024,10.1145/3597503.3608130,4,FAILED,,,,,,,
1160,icse-icse2024,10.1145/3597503.3639180,7,FAILED,,,,,,,
1161,icse-icse2024,10.1145/3597503.3623306,5,FAILED,,,,,,,
1162,icse-icse2024,10.1145/3597503.3639189,1,FAILED,,,,,,,
1163,icse-icse2024,10.1145/3597503.3639188,11,FAILED,,,,,,,
1164,icse-icse2024,10.1145/3597503.3639585,1,FAILED,,,,,,,
1165,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,1,SUCCESS,P,,,,,,
1166,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,3,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2,Multipanel,1
1167,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,3,SUCCESS,T,,,,,,
1168,ecsa-ecsa2024,10.1007/978-3-031-70797-1_27,2,SUCCESS,P,,,,,,
1169,ecsa-ecsa2024,10.1007/978-3-031-70797-1_8,2,SUCCESS,P,,,,,,
1170,ecsa-ecsa2024,10.1007/978-3-031-70797-1_17,2,SUCCESS,P,,,,,,
1171,ecsa-ecsa2024,10.1007/978-3-031-70797-1_27,7,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1172,ecsa-ecsa2024,10.1007/978-3-031-70797-1_8,4,SUCCESS,P,,,,,,
1173,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,10,SUCCESS,D,Circle,Pie Chart,Pie Chart,2,Single,1
1174,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,5,SUCCESS,P,,,,,,
1175,ecsa-ecsa2024,10.1007/978-3-031-70797-1_6,5,SUCCESS,T,,,,,,
1176,ecsa-ecsa2024,10.1007/978-3-031-70797-1_24,1,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1177,icst-icst2024,10.1109/ICST60714.2024.00028,5,SUCCESS,P,,,,,,
1178,icst-icst2024,10.1109/ICST60714.2024.00021,1,SUCCESS,P,,,,,,
1179,icst-icst2024,10.1109/ICST60714.2024.00015,1,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2,Single,1
1180,icst-icst2024,10.1109/ICST60714.2024.00023,8,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2,Single,1
1181,icst-icst2024,10.1109/ICST60714.2024.00021,6,SUCCESS,P,,,,,,
1182,icst-icst2024,10.1109/ICST60714.2024.00012,5,SUCCESS,P,,,,,,
1183,icst-icst2024,10.1109/ICST60714.2024.00027,2,SUCCESS,P,,,,,,
1184,icst-icst2024,10.1109/ICST60714.2024.00012,6,SUCCESS,P,,,,,,
1185,icst-icst2024,10.1109/ICST60714.2024.00016,3,SUCCESS,D,Diagram,Illustration (or Rendering),Illustration (or Rendering),2,Single,1
1186,icst-icst2024,10.1109/ICST60714.2024.00027,1,SUCCESS,P,,,,,,
1187,icst-icst2024,10.1109/ICST60714.2024.00030,1,SUCCESS,D,Distribution,Histogram,Histogram,2,Multipanel,4
1188,icst-icst2024,10.1109/ICST60714.2024.00025,5,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Single,1
1189,icst-icst2024,10.1109/ICST60714.2024.00022,1,SUCCESS,P,,,,,,
1190,icst-icst2024,10.1109/ICST60714.2024.00011,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Single,1
1191,esem-esem2024,10.1145/3674805.3686665,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,2
1192,esem-esem2024,10.1145/3674805.3686670,5,SUCCESS,T,,,,,,
1193,esem-esem2024,10.1145/3674805.3686683,1,SUCCESS,T,,,,,,
1194,esem-esem2024,10.1145/3674805.3686680,1,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2,Multipanel,3
1195,esem-esem2024,10.1145/3674805.3686694,2,SUCCESS,P,,,,,,
1196,esem-esem2024,10.1145/3674805.3686689,1,SUCCESS,P,,,,,,
1197,esem-esem2024,10.1145/3674805.3686674,2,SUCCESS,P,,,,,,
1198,esem-esem2024,10.1145/3674805.3686665,5,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1199,esem-esem2024,10.1145/3674805.3686693,1,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1200,esem-esem2024,10.1145/3674805.3686679,3,SUCCESS,D,Distribution,Histogram,Histogram,2,Single,1
1201,esem-esem2024,10.1145/3674805.3686691,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1202,esem-esem2024,10.1145/3674805.3686669,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,6
1203,esem-esem2024,10.1145/3674805.3686670,1,SUCCESS,P,,,,,,
1204,esem-esem2024,10.1145/3674805.3686673,4,SUCCESS,P,,,,,,
1205,esem-esem2024,10.1145/3674805.3686689,3,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Single,1
1206,esem-esem2024,10.1145/3674805.3686669,1,SUCCESS,P,,,,,,
1207,esem-esem2024,10.1145/3674805.3686683,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,3
1208,wcre-saner2024,10.1109/SANER60148.2024.00101,4,SUCCESS,P,,,,,,
1209,wcre-saner2024,10.1109/SANER60148.2024.00063,2,SUCCESS,P,,,,,,
1210,wcre-saner2024,10.1109/SANER60148.2024.00094,2,SUCCESS,P,,,,,,
1211,wcre-saner2024,10.1109/SANER60148.2024.00101,2,SUCCESS,P,,,,,,
1212,wcre-saner2024,10.1109/SANER60148.2024.00093,11,SUCCESS,P,,,,,,
1213,wcre-saner2024,10.1109/SANER60148.2024.00035,7,SUCCESS,P,,,,,,
1214,wcre-saner2024,10.1109/SANER60148.2024.00095,2,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2,Single,1
1215,wcre-saner2024,10.1109/SANER60148.2024.00099,3,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Multipanel,4
1216,icsm-icsme2024,10.1109/ICSME58944.2024.00016,7,FAILED,,,,,,,
1217,icsm-icsme2024,10.1109/ICSME58944.2024.00046,7,FAILED,,,,,,,
1218,icsm-icsme2024,10.1109/ICSME58944.2024.00048,4,FAILED,,,,,,,
1219,icsm-icsme2024,10.1109/ICSME58944.2024.00047,8,FAILED,,,,,,,
1220,icsm-icsme2024,10.1109/ICSME58944.2024.00027,4,FAILED,,,,,,,
1221,icsm-icsme2024,10.1109/ICSME58944.2024.00031,3,FAILED,,,,,,,
1222,icsm-icsme2024,10.1109/ICSME58944.2024.00037,4,FAILED,,,,,,,
1223,icsm-icsme2024,10.1109/ICSME58944.2024.00056,6,FAILED,,,,,,,
1224,icsm-icsme2024,10.1109/ICSME58944.2024.00057,12,FAILED,,,,,,,
1225,icsm-icsme2024,10.1109/ICSME58944.2024.00019,2,FAILED,,,,,,,
1226,icsm-icsme2024,10.1109/ICSME58944.2024.00016,4,FAILED,,,,,,,
1227,icsm-icsme2024,10.1109/ICSME58944.2024.00025,2,FAILED,,,,,,,
1228,icsm-icsme2024,10.1109/ICSME58944.2024.00021,4,FAILED,,,,,,,
1229,icsm-icsme2024,10.1109/ICSME58944.2024.00019,1,FAILED,,,,,,,
1230,icsm-icsme2024,10.1109/ICSME58944.2024.00038,4,FAILED,,,,,,,
1231,icsm-icsme2024,10.1109/ICSME58944.2024.00057,4,FAILED,,,,,,,
1232,icsm-icsme2024,10.1109/ICSME58944.2024.00016,6,FAILED,,,,,,,
1233,icsm-icsme2024,10.1109/ICSME58944.2024.00046,1,FAILED,,,,,,,
1234,icsm-icsme2024,10.1109/ICSME58944.2024.00058,2,FAILED,,,,,,,
1235,icsm-icsme2024,10.1109/ICSME58944.2024.00018,1,FAILED,,,,,,,
1236,icsm-icsme2024,10.1109/ICSME58944.2024.00049,4,FAILED,,,,,,,
1237,icsm-icsme2024,10.1109/ICSME58944.2024.00027,5,FAILED,,,,,,,
1238,icsm-icsme2024,10.1109/ICSME58944.2024.00056,2,FAILED,,,,,,,
1239,icsm-icsme2024,10.1109/ICSME58944.2024.00051,2,FAILED,,,,,,,
1240,icsm-icsme2024,10.1109/ICSME58944.2024.00040,1,FAILED,,,,,,,
1241,icse-icse2024,10.1145/3597503.3623316,3,FAILED,,,,,,,
1242,icse-icse2024,10.1145/3597503.3639122,3,FAILED,,,,,,,
1243,icse-icse2024,10.1145/3597503.3639147,7,FAILED,,,,,,,
1244,icse-icse2024,10.1145/3597503.3639209,6,FAILED,,,,,,,
1245,icse-icse2024,10.1145/3597503.3639092,3,FAILED,,,,,,,
1246,icse-icse2024,10.1145/3597503.3608130,1,FAILED,,,,,,,
1247,icse-icse2024,10.1145/3597503.3639181,2,FAILED,,,,,,,
1248,icse-icse2024,10.1145/3597503.3639218,7,FAILED,,,,,,,
1249,icse-icse2024,10.1145/3597503.3639194,3,FAILED,,,,,,,
1250,icse-icse2024,10.1145/3597503.3639222,2,FAILED,,,,,,,
1251,icse-icse2024,10.1145/3597503.3639208,3,FAILED,,,,,,,
1252,icse-icse2024,10.1145/3597503.3639109,1,FAILED,,,,,,,
1253,icse-icse2024,10.1145/3597503.3639205,3,FAILED,,,,,,,
1254,icse-icse2024,10.1145/3597503.3639106,1,FAILED,,,,,,,
1255,icse-icse2024,10.1145/3597503.3639198,8,FAILED,,,,,,,
1256,icse-icse2024,10.1145/3597503.3639152,7,FAILED,,,,,,,
1257,icse-icse2024,10.1145/3597503.3639176,6,FAILED,,,,,,,
1258,icse-icse2024,10.1145/3597503.3623308,6,FAILED,,,,,,,
1259,icse-icse2024,10.1145/3597503.3639085,3,FAILED,,,,,,,
1260,icse-icse2024,10.1145/3597503.3639157,1,FAILED,,,,,,,
1261,icse-icse2024,10.1145/3597503.3639184,3,FAILED,,,,,,,
1262,icse-icse2024,10.1145/3597503.3639229,3,FAILED,,,,,,,
1263,icse-icse2024,10.1145/3597503.3639129,8,FAILED,,,,,,,
1264,icse-icse2024,10.1145/3597503.3639211,2,FAILED,,,,,,,
1265,icse-icse2024,10.1145/3597503.3639213,3,FAILED,,,,,,,
1266,issta-issta2024,10.1145/3650212.3680319,3,SUCCESS,P,,,,,,
1267,issta-issta2024,10.1145/3650212.3680326,10,SUCCESS,D,Distribution,Histogram,Histogram,2,Multipanel,2
1268,issta-issta2024,10.1145/3650212.3680326,10,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2,Multipanel,2
1269,issta-issta2024,10.1145/3650212.3680308,5,SUCCESS,P,,,,,,
1270,issta-issta2024,10.1145/3650212.3652106,6,SUCCESS,P,,,,,,
1271,issta-issta2024,10.1145/3650212.3652146,7,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1272,issta-issta2024,10.1145/3650212.3680323,4,SUCCESS,P,,,,,,
1273,issta-issta2024,10.1145/3650212.3680363,1,SUCCESS,T,,,,,,
1274,issta-issta2024,10.1145/3650212.3680398,1,SUCCESS,P,,,,,,
1275,issta-issta2024,10.1145/3650212.3680370,7,SUCCESS,P,,,,,,
1276,issta-issta2024,10.1145/3650212.3652117,6,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,6
1277,issta-issta2024,10.1145/3650212.3680375,13,SUCCESS,D,Line,Line Graph,Line Graph,2,Single,1
1278,issta-issta2024,10.1145/3650212.3652118,10,SUCCESS,P,,,,,,
1279,issta-issta2024,10.1145/3650212.3652118,5,SUCCESS,P,,,,,,
1280,issta-issta2024,10.1145/3650212.3680394,4,SUCCESS,P,,,,,,
1281,issta-issta2024,10.1145/3650212.3680383,2,SUCCESS,P,,,,,,
1282,issta-issta2024,10.1145/3650212.3652123,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Multipanel,5
1283,issta-issta2024,10.1145/3650212.3652132,2,SUCCESS,P,,,,,,
1284,issta-issta2024,10.1145/3650212.3680334,6,SUCCESS,P,,,,,,
1285,issta-issta2024,10.1145/3650212.3680342,3,SUCCESS,P,,,,,,
1286,issta-issta2024,10.1145/3650212.3680399,1,SUCCESS,P,,,,,,
1287,issta-issta2024,10.1145/3650212.3680300,4,SUCCESS,P,,,,,,
1288,issta-issta2024,10.1145/3650212.3680303,9,SUCCESS,P,,,,,,
1289,issta-issta2024,10.1145/3650212.3652130,4,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,2
1290,issta-issta2024,10.1145/3650212.3680393,5,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2,Single,1
1291,issta-issta2024,10.1145/3650212.3680363,2,SUCCESS,P,,,,,,
1292,fse-fse2024,10.1145/3643772,8,SUCCESS,P,,,,,,
1293,fse-fse2024,10.1145/3660812,2,SUCCESS,P,,,,,,
1294,fse-fse2024,10.1145/3643781,1,SUCCESS,P,,,,,,
1295,fse-fse2024,10.1145/3660796,4,SUCCESS,P,,,,,,
1296,fse-fse2024,10.1145/3643751,7,SUCCESS,D,Point,Scatter Plot,Scatter Plot,3,Multipanel,2
1297,fse-fse2024,10.1145/3643751,7,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,2
1298,fse-fse2024,10.1145/3643760,2,SUCCESS,P,,,,,,
1299,fse-fse2024,10.1145/3643742,1,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2,Grouped,1
1300,fse-fse2024,10.1145/3660818,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Grouped,1
1301,fse-fse2024,10.1145/3643734,3,SUCCESS,P,,,,,,
1302,fse-fse2024,10.1145/3643733,2,SUCCESS,P,,,,,,
1303,fse-fse2024,10.1145/3660826,7,SUCCESS,P,,,,,,
1304,fse-fse2024,10.1145/3660795,4,SUCCESS,P,,,,,,
1305,fse-fse2024,10.1145/3660826,9,SUCCESS,P,,,,,,
1306,fse-fse2024,10.1145/3643748,8,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,6
1307,fse-fse2024,10.1145/3643775,1,SUCCESS,P,,,,,,
1308,fse-fse2024,10.1145/3643762,1,SUCCESS,P,,,,,,
1309,fse-fse2024,10.1145/3643737,1,SUCCESS,P,,,,,,
1310,fse-fse2024,10.1145/3660809,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Grouped,1
1311,fse-fse2024,10.1145/3660824,3,SUCCESS,P,,,,,,
1312,fse-fse2024,10.1145/3643761,4,SUCCESS,P,,,,,,
1313,fse-fse2024,10.1145/3660791,1,SUCCESS,P,,,,,,
1314,fse-fse2024,10.1145/3643782,1,SUCCESS,P,,,,,,
1315,fse-fse2024,10.1145/3660816,8,SUCCESS,D,Line,Line Graph,Line Graph,2,Single,1
1316,fse-fse2024,10.1145/3643748,4,SUCCESS,P,,,,,,
1317,fse-fse2024,10.1145/3660773,7,SUCCESS,P,,,,,,
1318,icse-icse2024,10.1145/3597503.3639188,5,SUCCESS,P,,,,,,
1319,icse-icse2024,10.1145/3597503.3639205,2,SUCCESS,T,,,,,,
1320,icse-icse2024,10.1145/3597503.3623338,1,SUCCESS,P,,,,,,
1321,icse-icse2024,10.1145/3597503.3639144,6,SUCCESS,P,,,,,,
1322,icse-icse2024,10.1145/3597503.3623307,1,SUCCESS,P,,,,,,
1323,icse-icse2024,10.1145/3597503.3623342,3,SUCCESS,P,,,,,,
1324,icse-icse2024,10.1145/3597503.3639098,1,SUCCESS,P,,,,,,
1325,icse-icse2024,10.1145/3597503.3623339,4,SUCCESS,D,Area,Area Chart,Stacked Area Chart,2,Multipanel,6
1326,icse-icse2024,10.1145/3597503.3639095,8,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Multipanel,3
1327,icse-icse2024,10.1145/3597503.3639128,11,SUCCESS,P,,,,,,
1328,icse-icse2024,10.1145/3597503.3623342,1,SUCCESS,P,,,,,,
1329,icse-icse2024,10.1145/3597503.3639213,5,SUCCESS,P,,,,,,
1330,icse-icse2024,10.1145/3597503.3639153,2,SUCCESS,P,,,,,,
1331,icse-icse2024,10.1145/3597503.3639202,4,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,2
1332,icse-icse2024,10.1145/3597503.3639159,2,SUCCESS,P,,,,,,
1333,icse-icse2024,10.1145/3597503.3623298,3,SUCCESS,P,,,,,,
1334,icse-icse2024,10.1145/3597503.3623343,9,SUCCESS,P,,,,,,
1335,icse-icse2024,10.1145/3597503.3639098,2,SUCCESS,P,,,,,,
1336,icse-icse2024,10.1145/3597503.3639171,5,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Single,1
1337,icse-icse2024,10.1145/3597503.3623339,5,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,8
1338,icse-icse2024,10.1145/3597503.3639138,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Grouped,1
1339,icse-icse2024,10.1145/3597503.3639132,3,SUCCESS,P,,,,,,
1340,icse-icse2024,10.1145/3597503.3639155,1,SUCCESS,P,,,,,,
1341,icse-icse2024,10.1145/3597503.3639113,2,SUCCESS,P,,,,,,
1342,icse-icse2024,10.1145/3597503.3623313,3,SUCCESS,D,Line,Line Graph,Line Graph,2,Multipanel,3
1343,icsm-icsme2024,10.1109/ICSME58944.2024.00049,1,SUCCESS,P,,,,,,
1344,icsm-icsme2024,10.1109/ICSME58944.2024.00022,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,2
1345,icsm-icsme2024,10.1109/ICSME58944.2024.00022,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,2
1346,icsm-icsme2024,10.1109/ICSME58944.2024.00022,5,SUCCESS,D,Area,Area Chart,Stacked Area Chart,2,Multipanel,4
1347,icsm-icsme2024,10.1109/ICSME58944.2024.00022,5,SUCCESS,D,Area,Area Chart,Stacked Area Chart,2,Multipanel,4
1348,icsm-icsme2024,10.1109/ICSME58944.2024.00022,5,SUCCESS,D,Area,Area Chart,Stacked Area Chart,2,Multipanel,4
1349,icsm-icsme2024,10.1109/ICSME58944.2024.00022,5,SUCCESS,D,Area,Area Chart,Stacked Area Chart,2,Multipanel,4
1350,icsm-icsme2024,10.1109/ICSME58944.2024.00054,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2,Single,1
1351,icsm-icsme2024,10.1109/ICSME58944.2024.00017,4,SUCCESS,P,,,,,,
1352,icsm-icsme2024,10.1109/ICSME58944.2024.00014,3,SUCCESS,P,,,,,,
1353,icsm-icsme2024,10.1109/ICSME58944.2024.00056,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,2
1354,icsm-icsme2024,10.1109/ICSME58944.2024.00056,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,2
1355,icsm-icsme2024,10.1109/ICSME58944.2024.00045,1,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Grouped,1
1356,icsm-icsme2024,10.1109/ICSME58944.2024.00032,7,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Single,1
1357,icsm-icsme2024,10.1109/ICSME58944.2024.00036,2,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,2
1358,icsm-icsme2024,10.1109/ICSME58944.2024.00036,2,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2,Multipanel,2
1359,icsm-icsme2024,10.1109/ICSME58944.2024.00044,1,SUCCESS,P,,,,,,
1360,icsm-icsme2024,10.1109/ICSME58944.2024.00033,3,SUCCESS,P,,,,,,
1361,icsm-icsme2024,10.1109/ICSME58944.2024.00016,8,SUCCESS,D,Line,Line Graph,Line Graph,2,Single,1
1362,icsm-icsme2024,10.1109/ICSME58944.2024.00035,6,SUCCESS,P,,,,,,
1363,icsm-icsme2024,10.1109/ICSME58944.2024.00037,1,SUCCESS,D,Distribution,Histogram,Histogram,2,Multipanel,4
1364,icsm-icsme2024,10.1109/ICSME58944.2024.00037,1,SUCCESS,D,Distribution,Histogram,Histogram,2,Multipanel,4
1365,icsm-icsme2024,10.1109/ICSME58944.2024.00037,1,SUCCESS,D,Distribution,Histogram,Histogram,2,Multipanel,4
1366,icsm-icsme2024,10.1109/ICSME58944.2024.00037,1,SUCCESS,D,Distribution,Histogram,Histogram,2,Multipanel,4
1367,icsm-icsme2024,10.1109/ICSME58944.2024.00057,9,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Single,1
1368,icsm-icsme2024,10.1109/ICSME58944.2024.00015,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Single,1
1369,icsm-icsme2024,10.1109/ICSME58944.2024.00047,1,SUCCESS,P,,,,,,
1370,icsm-icsme2024,10.1109/ICSME58944.2024.00046,2,SUCCESS,P,,,,,,
1371,icsm-icsme2024,10.1109/ICSME58944.2024.00044,4,SUCCESS,D,Line,Line Graph,Line Graph,2,Single,1
1372,icsm-icsme2024,10.1109/ICSME58944.2024.00050,2,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2,Single,1
1373,icsm-icsme2024,10.1109/ICSME58944.2024.00050,3,SUCCESS,D,Line,Line Graph,Line Graph,2,Single,1
1374,icsm-icsme2024,10.1109/ICSME58944.2024.00048,6,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2,Single,1
1375,icsm-icsme2024,10.1109/ICSME58944.2024.00057,10,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Single,1
1376,icsm-icsme2024,10.1109/ICSME58944.2024.00032,2,SUCCESS,P,,,,,,
1377,icse-icse2024,10.1145/3597503.3623321,2,FAILED,,,,,,,
1378,icse-icse2024,10.1145/3597503.3639217,1,FAILED,,,,,,,
1379,icse-icse2024,10.1145/3597503.3639198,5,FAILED,,,,,,,
1380,icse-icse2024,10.1145/3597503.3639101,3,FAILED,,,,,,,
1381,icse-icse2024,10.1145/3597503.3639154,5,FAILED,,,,,,,
1382,icse-icse2024,10.1145/3597503.3623314,4,FAILED,,,,,,,
1383,icse-icse2024,10.1145/3597503.3623351,1,FAILED,,,,,,,
1384,icse-icse2024,10.1145/3597503.3623329,8,FAILED,,,,,,,
1385,icse-icse2024,10.1145/3597503.3608140,2,FAILED,,,,,,,
1386,icse-icse2024,10.1145/3597503.3639214,2,FAILED,,,,,,,
1387,icse-icse2024,10.1145/3597503.3639192,6,FAILED,,,,,,,
1388,icse-icse2024,10.1145/3597503.3639164,5,FAILED,,,,,,,
1389,icse-icse2024,10.1145/3597503.3623352,6,FAILED,,,,,,,
1390,icse-icse2024,10.1145/3597503.3639223,1,FAILED,,,,,,,
1391,icse-icse2024,10.1145/3597503.3623301,2,FAILED,,,,,,,
1392,icse-icse2024,10.1145/3597503.3639126,1,FAILED,,,,,,,
1393,icse-icse2024,10.1145/3597503.3639090,5,FAILED,,,,,,,
1394,icse-icse2024,10.1145/3597503.3639175,2,FAILED,,,,,,,
1395,icse-icse2024,10.1145/3597503.3639230,1,FAILED,,,,,,,
1396,icse-icse2024,10.1145/3597503.3639181,6,FAILED,,,,,,,
1397,icse-icse2024,10.1145/3597503.3639133,3,FAILED,,,,,,,
1398,icse-icse2024,10.1145/3597503.3639089,3,FAILED,,,,,,,
1399,icse-icse2024,10.1145/3597503.3639191,4,FAILED,,,,,,,
1400,icse-icse2024,10.1145/3597503.3623319,4,FAILED,,,,,,,
1401,icse-icse2024,10.1145/3597503.3623328,2,FAILED,,,,,,,
1402,fse-fse2024,10.1145/3643729,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2,Combination,1
1403,fse-fse2024,10.1145/3643729,7,SUCCESS,D,Circle,Pie Chart,Pie Chart,2,Combination,1
1404,fse-fse2024,10.1145/3643734,4,SUCCESS,P,,,,,,
1405,fse-fse2024,10.1145/3643779,1,SUCCESS,P,,,,,,
1406,fse-fse2024,10.1145/3643741,3,SUCCESS,P,,,,,,
1407,fse-fse2024,10.1145/3660778,4,SUCCESS,P,,,,,,
1408,fse-fse2024,10.1145/3643759,9,SUCCESS,P,,,,,,
