,conf,doi,fig_num,status,type,category,subcategory,subsubcategory,dimensionality,multiplicity,n_panels
1637,icse-icse2024,10.1145/3597503.3623337,1,SUCCESS,P,,,,,,
1638,icse-icse2024,10.1145/3597503.3639232,1,SUCCESS,P,,,,,,
1639,icse-icse2024,10.1145/3597503.3639194,2,SUCCESS,P,,,,,,
1640,icse-icse2024,10.1145/3597503.3639138,12,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1641,icse-icse2024,10.1145/3597503.3623321,1,SUCCESS,P,,,,,,
1642,icse-icse2024,10.1145/3597503.3623334,5,SUCCESS,D,Area,Area Chart,Stacked Area Chart,2.0,Multipanel,4
1643,icse-icse2024,10.1145/3597503.3639210,1,SUCCESS,P,,,,,,
1644,icse-icse2024,10.1145/3597503.3639205,6,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1645,icse-icse2024,10.1145/3597503.3639135,4,SUCCESS,P,,,,,,
1646,icse-icse2024,10.1145/3597503.3639086,1,SUCCESS,P,,,,,,
1647,icse-icse2024,10.1145/3597503.3639168,5,SUCCESS,P,,,,,,
1648,icse-icse2024,10.1145/3597503.3639222,5,SUCCESS,P,,,,,,
1649,icse-icse2024,10.1145/3597503.3639129,3,SUCCESS,P,,,,,,
1650,icse-icse2024,10.1145/3597503.3639140,9,SUCCESS,P,,,,,,
1651,issta-issta2024,10.1145/3650212.3680365,2,SUCCESS,P,,,,,,
1652,issta-issta2024,10.1145/3650212.3680339,8,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1653,issta-issta2024,10.1145/3650212.3652114,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
1654,issta-issta2024,10.1145/3650212.3652114,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
1655,issta-issta2024,10.1145/3650212.3652114,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
1656,issta-issta2024,10.1145/3650212.3680329,5,SUCCESS,D,Line,Star Plot,Star Plot,2.0,Multipanel,3
1657,issta-issta2024,10.1145/3650212.3680308,1,SUCCESS,P,,,,,,
1658,issta-issta2024,10.1145/3650212.3680359,3,SUCCESS,P,,,,,,
1659,issta-issta2024,10.1145/3650212.3652138,1,SUCCESS,T,,,,,,
1660,issta-issta2024,10.1145/3650212.3652143,2,SUCCESS,P,,,,,,
1661,issta-issta2024,10.1145/3650212.3652135,1,SUCCESS,P,,,,,,
1662,issta-issta2024,10.1145/3650212.3680367,3,SUCCESS,P,,,,,,
1663,issta-issta2024,10.1145/3650212.3652136,1,SUCCESS,P,,,,,,
1664,issta-issta2024,10.1145/3650212.3680325,6,SUCCESS,P,,,,,,
1665,issta-issta2024,10.1145/3650212.3680313,3,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1666,issta-issta2024,10.1145/3650212.3680371,3,SUCCESS,P,,,,,,
1667,issta-issta2024,10.1145/3650212.3652118,9,SUCCESS,P,,,,,,
1668,issta-issta2024,10.1145/3650212.3680353,6,SUCCESS,P,,,,,,
1669,issta-issta2024,10.1145/3650212.3652118,12,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1670,issta-issta2024,10.1145/3650212.3680301,7,SUCCESS,P,,,,,,
1671,issta-issta2024,10.1145/3650212.3680369,4,SUCCESS,P,,,,,,
1672,issta-issta2024,10.1145/3650212.3680395,2,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Multipanel,4
1673,issta-issta2024,10.1145/3650212.3652118,11,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1674,issta-issta2024,10.1145/3650212.3680389,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,4
1675,issta-issta2024,10.1145/3650212.3680390,3,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,18
1676,issta-issta2024,10.1145/3650212.3680332,3,SUCCESS,D,Diagram,Flow Chart,Flow Chart,2.0,Single,1
1677,issta-issta2024,10.1145/3650212.3652105,8,SUCCESS,P,,,,,,
1678,kbse-ase2024,10.1145/3691620.3695060,4,SUCCESS,P,,,,,,
1679,kbse-ase2024,10.1145/3691620.3695523,5,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,3
1680,kbse-ase2024,10.1145/3691620.3695511,2,SUCCESS,P,,,,,,
1681,kbse-ase2024,10.1145/3691620.3695524,2,SUCCESS,P,,,,,,
1682,kbse-ase2024,10.1145/3691620.3695022,6,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Multipanel,4
1683,kbse-ase2024,10.1145/3691620.3694996,3,SUCCESS,P,,,,,,
1684,kbse-ase2024,10.1145/3691620.3695545,9,SUCCESS,P,,,,,,
1685,kbse-ase2024,10.1145/3691620.3695033,5,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Single,1
1686,kbse-ase2024,10.1145/3691620.3695057,9,SUCCESS,P,,,,,,
1687,kbse-ase2024,10.1145/3691620.3695481,3,SUCCESS,P,,,,,,
1688,kbse-ase2024,10.1145/3691620.3695549,1,SUCCESS,P,,,,,,
1689,kbse-ase2024,10.1145/3691620.3695063,7,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1690,kbse-ase2024,10.1145/3691620.3695057,5,SUCCESS,P,,,,,,
1691,kbse-ase2024,10.1145/3691620.3695510,5,SUCCESS,D,Point,Scatter Plot,Bubble Chart,2.0,Single,1
1692,kbse-ase2024,10.1145/3691620.3695473,2,SUCCESS,P,,,,,,
1693,kbse-ase2024,10.1145/3691620.3695072,3,SUCCESS,P,,,,,,
1694,kbse-ase2024,10.1145/3691620.3694993,6,SUCCESS,P,,,,,,
1695,kbse-ase2024,10.1145/3691620.3695065,1,SUCCESS,P,,,,,,
1696,kbse-ase2024,10.1145/3691620.3695521,3,SUCCESS,P,,,,,,
1697,kbse-ase2024,10.1145/3691620.3695074,1,SUCCESS,P,,,,,,
1698,kbse-ase2024,10.1145/3691620.3695001,4,SUCCESS,P,,,,,,
1699,kbse-ase2024,10.1145/3691620.3695022,5,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Multipanel,12
1700,kbse-ase2024,10.1145/3691620.3695594,7,SUCCESS,P,,,,,,
1701,kbse-ase2024,10.1145/3691620.3695522,2,SUCCESS,T,,,,,,
1702,kbse-ase2024,10.1145/3691620.3695495,2,SUCCESS,P,,,,,,
1703,issta-issta2024,10.1145/3650212.3680384,9,SUCCESS,P,,,,,,
1704,issta-issta2024,10.1145/3650212.3680383,3,SUCCESS,P,,,,,,
1705,issta-issta2024,10.1145/3650212.3680377,5,SUCCESS,P,,,,,,
1706,issta-issta2024,10.1145/3650212.3680331,11,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Grouped,1
1707,issta-issta2024,10.1145/3650212.3680368,5,SUCCESS,P,,,,,,
1708,issta-issta2024,10.1145/3650212.3680336,4,SUCCESS,P,,,,,,
1709,issta-issta2024,10.1145/3650212.3680346,3,SUCCESS,P,,,,,,
1710,issta-issta2024,10.1145/3650212.3680367,6,SUCCESS,P,,,,,,
1711,issta-issta2024,10.1145/3650212.3680331,3,SUCCESS,P,,,,,,
1712,issta-issta2024,10.1145/3650212.3680353,2,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Grouped,1
1713,issta-issta2024,10.1145/3650212.3652145,1,SUCCESS,P,,,,,,
1714,issta-issta2024,10.1145/3650212.3680339,2,SUCCESS,P,,,,,,
1715,issta-issta2024,10.1145/3650212.3680400,2,SUCCESS,P,,,,,,
1716,issta-issta2024,10.1145/3650212.3680312,3,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Grouped,1
1717,issta-issta2024,10.1145/3650212.3680398,15,SUCCESS,P,,,,,,
1718,issta-issta2024,10.1145/3650212.3680388,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Grouped,1
1719,issta-issta2024,10.1145/3650212.3680326,5,SUCCESS,P,,,,,,
1720,issta-issta2024,10.1145/3650212.3680343,6,SUCCESS,P,,,,,,
1721,issta-issta2024,10.1145/3650212.3680395,1,SUCCESS,P,,,,,,
1722,issta-issta2024,10.1145/3650212.3680358,4,SUCCESS,P,,,,,,
1723,issta-issta2024,10.1145/3650212.3652110,9,SUCCESS,P,,,,,,
1724,issta-issta2024,10.1145/3650212.3652142,1,SUCCESS,P,,,,,,
1725,issta-issta2024,10.1145/3650212.3652111,9,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,3
1726,issta-issta2024,10.1145/3650212.3680401,2,SUCCESS,P,,,,,,
1727,issta-issta2024,10.1145/3650212.3652127,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
1728,issta-issta2024,10.1145/3650212.3680340,1,SUCCESS,P,,,,,,
1729,issta-issta2024,10.1145/3650212.3680317,5,SUCCESS,P,,,,,,
1730,issta-issta2024,10.1145/3650212.3652129,2,SUCCESS,T,,,,,,
1731,issta-issta2024,10.1145/3650212.3652122,1,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,4
1732,issta-issta2024,10.1145/3650212.3680303,8,SUCCESS,P,,,,,,
1733,issta-issta2024,10.1145/3650212.3680383,9,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Single,1
1734,issta-issta2024,10.1145/3650212.3680302,6,SUCCESS,D,Point,Scatter Plot,Bubble Chart,2.0,Single,1
1735,issta-issta2024,10.1145/3650212.3652113,1,SUCCESS,P,,,,,,
1736,issta-issta2024,10.1145/3650212.3680379,8,SUCCESS,P,,,,,,
1737,issta-issta2024,10.1145/3650212.3680344,14,SUCCESS,D,Circle,Pie Chart,Pie Chart,2.0,Multipanel,2
1738,issta-issta2024,10.1145/3650212.3680385,1,SUCCESS,P,,,,,,
1739,issta-issta2024,10.1145/3650212.3652111,7,SUCCESS,P,,,,,,
1740,issta-issta2024,10.1145/3650212.3680389,1,SUCCESS,P,,,,,,
1741,issta-issta2024,10.1145/3650212.3680302,8,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,4
1742,issta-issta2024,10.1145/3650212.3680374,3,SUCCESS,P,,,,,,
1743,issta-issta2024,10.1145/3650212.3680325,2,SUCCESS,P,,,,,,
1744,issta-issta2024,10.1145/3650212.3680318,10,SUCCESS,D,Grid / Matrix,Heat Map,Heat Map,2.0,Multipanel,6
1745,issta-issta2024,10.1145/3650212.3680366,3,SUCCESS,P,,,,,,
1746,issta-issta2024,10.1145/3650212.3652124,2,SUCCESS,P,,,,,,
1747,issta-issta2024,10.1145/3650212.3652113,4,SUCCESS,P,,,,,,
1748,issta-issta2024,10.1145/3650212.3680364,3,SUCCESS,P,,,,,,
1749,issta-issta2024,10.1145/3650212.3680329,6,SUCCESS,D,Line,Surface Graph,Surface Graph,2.0,Combination,1
1750,issta-issta2024,10.1145/3650212.3680329,6,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Combination,1
1751,issta-issta2024,10.1145/3650212.3680366,6,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1752,issta-issta2024,10.1145/3650212.3680329,2,SUCCESS,P,,,,,,
1753,issta-issta2024,10.1145/3650212.3652135,3,SUCCESS,P,,,,,,
1754,issta-issta2024,10.1145/3650212.3680325,3,SUCCESS,P,,,,,,
1755,issta-issta2024,10.1145/3650212.3680313,6,SUCCESS,D,Area,Area Chart,Overlapped Area Chart,2.0,Single,1
1756,issta-issta2024,10.1145/3650212.3652118,6,SUCCESS,P,,,,,,
1757,issta-issta2024,10.1145/3650212.3652141,4,SUCCESS,P,,,,,,
1758,issta-issta2024,10.1145/3650212.3680301,6,SUCCESS,P,,,,,,
1759,issta-issta2024,10.1145/3650212.3680391,5,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Multipanel,2
1760,issta-issta2024,10.1145/3650212.3680391,5,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Multipanel,2
1761,issta-issta2024,10.1145/3650212.3680319,2,SUCCESS,P,,,,,,
1762,issta-issta2024,10.1145/3650212.3680305,2,SUCCESS,P,,,,,,
1763,issta-issta2024,10.1145/3650212.3652115,1,SUCCESS,P,,,,,,
1764,issta-issta2024,10.1145/3650212.3680302,12,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1765,issta-issta2024,10.1145/3650212.3680353,1,SUCCESS,P,,,,,,
1766,issta-issta2024,10.1145/3650212.3652111,3,SUCCESS,P,,,,,,
1767,issta-issta2024,10.1145/3650212.3680364,2,SUCCESS,P,,,,,,
1768,issta-issta2024,10.1145/3650212.3680334,1,SUCCESS,P,,,,,,
1769,issta-issta2024,10.1145/3650212.3652109,1,SUCCESS,P,,,,,,
1770,issta-issta2024,10.1145/3650212.3680378,9,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1771,issta-issta2024,10.1145/3650212.3680360,1,SUCCESS,P,,,,,,
1772,issta-issta2024,10.1145/3650212.3680341,2,SUCCESS,P,,,,,,
1773,issta-issta2024,10.1145/3650212.3680367,1,SUCCESS,P,,,,,,
1774,issta-issta2024,10.1145/3650212.3680321,5,SUCCESS,P,,,,,,
1775,issta-issta2024,10.1145/3650212.3680324,5,SUCCESS,P,,,,,,
1776,issta-issta2024,10.1145/3650212.3680342,2,SUCCESS,P,,,,,,
1777,issta-issta2024,10.1145/3650212.3680301,1,SUCCESS,P,,,,,,
1778,issta-issta2024,10.1145/3650212.3680351,2,SUCCESS,P,,,,,,
1779,issta-issta2024,10.1145/3650212.3680353,4,SUCCESS,P,,,,,,
1780,msr-msr2024,10.1145/3643991.3644913,4,SUCCESS,P,,,,,,
1781,msr-msr2024,10.1145/3643991.3644920,8,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Grouped,1
1782,msr-msr2024,10.1145/3643991.3644927,7,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Grouped,1
1783,msr-msr2024,10.1145/3643991.3644920,1,SUCCESS,P,,,,,,
1784,msr-msr2024,10.1145/3643991.3644927,10,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Grouped,1
1785,msr-msr2024,10.1145/3643991.3644916,3,SUCCESS,P,,,,,,
1786,msr-msr2024,10.1145/3643991.3644911,1,SUCCESS,P,,,,,,
1787,msr-msr2024,10.1145/3643991.3644927,8,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Single,1
1788,msr-msr2024,10.1145/3643991.3644907,12,SUCCESS,D,Diagram,Sankey Diagram,Sankey Diagram,2.0,Single,1
1789,msr-msr2024,10.1145/3643991.3644912,3,SUCCESS,D,Point,Scatter Plot,Trend Line,2.0,Single,1
1790,msr-msr2024,10.1145/3643991.3644936,1,SUCCESS,P,,,,,,
1791,msr-msr2024,10.1145/3643991.3644898,5,SUCCESS,P,,,,,,
1792,msr-msr2024,10.1145/3643991.3644926,7,SUCCESS,P,,,,,,
1793,msr-msr2024,10.1145/3643991.3644901,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,3
1794,msr-msr2024,10.1145/3643991.3644903,2,SUCCESS,P,,,,,,
1795,msr-msr2024,10.1145/3643991.3644910,2,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1796,msr-msr2024,10.1145/3643991.3644932,13,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Grouped,1
1797,msr-msr2024,10.1145/3643991.3644907,5,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1798,msr-msr2024,10.1145/3643991.3644897,1,SUCCESS,P,,,,,,
1799,msr-msr2024,10.1145/3643991.3644919,2,SUCCESS,P,,,,,,
1800,msr-msr2024,10.1145/3643991.3644931,4,SUCCESS,P,,,,,,
1801,msr-msr2024,10.1145/3643991.3644915,9,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Multipanel,2
1802,msr-msr2024,10.1145/3643991.3644898,6,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1803,msr-msr2024,10.1145/3643991.3644902,8,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Grouped,1
1804,msr-msr2024,10.1145/3643991.3644927,3,SUCCESS,P,,,,,,
1805,kbse-ase2024,10.1145/3691620.3695602,1,SUCCESS,P,,,,,,
1806,kbse-ase2024,10.1145/3691620.3694998,4,SUCCESS,P,,,,,,
1807,kbse-ase2024,10.1145/3691620.3695530,7,SUCCESS,P,,,,,,
1808,kbse-ase2024,10.1145/3691620.3695524,8,SUCCESS,T,,,,,,
1809,kbse-ase2024,10.1145/3691620.3695001,7,SUCCESS,P,,,,,,
1810,kbse-ase2024,10.1145/3691620.3695012,8,SUCCESS,P,,,,,,
1811,kbse-ase2024,10.1145/3691620.3695070,6,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1812,kbse-ase2024,10.1145/3691620.3695012,3,SUCCESS,P,,,,,,
1813,kbse-ase2024,10.1145/3691620.3695490,1,SUCCESS,P,,,,,,
1814,kbse-ase2024,10.1145/3691620.3695474,4,SUCCESS,P,,,,,,
1815,kbse-ase2024,10.1145/3691620.3695602,6,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Single,1
1816,kbse-ase2024,10.1145/3691620.3695533,3,SUCCESS,P,,,,,,
1817,kbse-ase2024,10.1145/3691620.3694997,2,SUCCESS,P,,,,,,
1818,kbse-ase2024,10.1145/3691620.3695550,3,SUCCESS,T,,,,,,
1819,kbse-ase2024,10.1145/3691620.3695493,4,SUCCESS,T,,,,,,
1820,kbse-ase2024,10.1145/3691620.3695491,3,SUCCESS,P,,,,,,
1821,kbse-ase2024,10.1145/3691620.3695066,7,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1822,kbse-ase2024,10.1145/3691620.3695517,3,SUCCESS,P,,,,,,
1823,kbse-ase2024,10.1145/3691620.3695536,3,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Multipanel,2
1824,kbse-ase2024,10.1145/3691620.3695471,3,SUCCESS,P,,,,,,
1825,kbse-ase2024,10.1145/3691620.3695510,4,SUCCESS,P,,,,,,
1826,kbse-ase2024,10.1145/3691620.3695601,2,SUCCESS,P,,,,,,
1827,kbse-ase2024,10.1145/3691620.3695525,4,SUCCESS,P,,,,,,
1828,fse-fse2024,10.1145/3643743,1,SUCCESS,P,,,,,,
1829,fse-fse2024,10.1145/3660778,6,SUCCESS,P,,,,,,
1830,fse-fse2024,10.1145/3643742,5,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Grouped,1
1831,fse-fse2024,10.1145/3643742,2,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1832,fse-fse2024,10.1145/3643748,2,SUCCESS,P,,,,,,
1833,fse-fse2024,10.1145/3643778,3,SUCCESS,P,,,,,,
1834,fse-fse2024,10.1145/3660807,3,SUCCESS,T,,,,,,
1835,fse-fse2024,10.1145/3660819,2,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1836,fse-fse2024,10.1145/3643745,5,SUCCESS,P,,,,,,
1837,fse-fse2024,10.1145/3660820,2,SUCCESS,P,,,,,,
1838,fse-fse2024,10.1145/3660809,2,SUCCESS,P,,,,,,
1839,fse-fse2024,10.1145/3643749,8,SUCCESS,P,,,,,,
1840,fse-fse2024,10.1145/3643773,3,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1841,fse-fse2024,10.1145/3643749,4,SUCCESS,P,,,,,,
1842,fse-fse2024,10.1145/3660771,8,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
1843,fse-fse2024,10.1145/3660771,8,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1844,fse-fse2024,10.1145/3660805,2,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
1845,fse-fse2024,10.1145/3660821,2,SUCCESS,P,,,,,,
1846,fse-fse2024,10.1145/3643752,3,SUCCESS,P,,,,,,
1847,fse-fse2024,10.1145/3643741,1,SUCCESS,P,,,,,,
1848,fse-fse2024,10.1145/3660819,3,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
1849,fse-fse2024,10.1145/3660819,3,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,2
1850,fse-fse2024,10.1145/3660775,5,SUCCESS,T,,,,,,
1851,fse-fse2024,10.1145/3660781,1,SUCCESS,P,,,,,,
1852,fse-fse2024,10.1145/3660765,7,SUCCESS,D,Distribution,Stripe Graph,Stripe Graph,2.0,Single,1
1853,fse-fse2024,10.1145/3643748,3,SUCCESS,P,,,,,,
1854,fse-fse2024,10.1145/3643762,4,SUCCESS,T,,,,,,
1855,fse-fse2024,10.1145/3643761,11,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1856,fse-fse2024,10.1145/3643749,2,SUCCESS,P,,,,,,
1857,fse-fse2024,10.1145/3660796,2,SUCCESS,P,,,,,,
1858,fse-fse2024,10.1145/3643767,2,SUCCESS,P,,,,,,
1859,fse-fse2024,10.1145/3660812,1,SUCCESS,P,,,,,,
1860,fse-fse2024,10.1145/3643735,5,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,7
1861,fse-fse2024,10.1145/3660770,7,SUCCESS,D,Grid / Matrix,Heat Map,Heat Map,2.0,Combination,1
1862,fse-fse2024,10.1145/3660770,7,SUCCESS,D,Grid / Matrix,Heat Map,Heat Map,2.0,Combination,1
1863,fse-fse2024,10.1145/3660765,3,SUCCESS,P,,,,,,
1864,fse-fse2024,10.1145/3660819,1,SUCCESS,P,,,,,,
1865,fse-fse2024,10.1145/3643765,7,SUCCESS,T,,,,,,
1866,fse-fse2024,10.1145/3660764,2,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
1867,fse-fse2024,10.1145/3643769,8,SUCCESS,P,,,,,,
1868,fse-fse2024,10.1145/3643761,9,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,10
1869,fse-fse2024,10.1145/3660765,10,SUCCESS,P,,,,,,
1870,fse-fse2024,10.1145/3660825,5,SUCCESS,T,,,,,,
1871,fse-fse2024,10.1145/3660771,6,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
1872,fse-fse2024,10.1145/3643754,3,SUCCESS,P,,,,,,
1873,fse-fse2024,10.1145/3660803,3,SUCCESS,P,,,,,,
1874,fse-fse2024,10.1145/3643748,10,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Grouped,1
1875,fse-fse2024,10.1145/3643763,2,SUCCESS,P,,,,,,
1876,fse-fse2024,10.1145/3660821,1,SUCCESS,P,,,,,,
1877,fse-fse2024,10.1145/3643768,8,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Multipanel,3
1878,fse-fse2024,10.1145/3643763,3,SUCCESS,P,,,,,,
1879,fse-fse2024,10.1145/3660794,6,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
1880,fse-fse2024,10.1145/3660788,3,SUCCESS,P,,,,,,
1881,issta-issta2024,10.1145/3650212.3652128,3,SUCCESS,P,,,,,,
1882,issta-issta2024,10.1145/3650212.3652134,6,SUCCESS,P,,,,,,
1883,issta-issta2024,10.1145/3650212.3680381,1,SUCCESS,P,,,,,,
1884,issta-issta2024,10.1145/3650212.3680329,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
1885,issta-issta2024,10.1145/3650212.3652125,1,SUCCESS,P,,,,,,
1886,issta-issta2024,10.1145/3650212.3652126,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,5
1887,issta-issta2024,10.1145/3650212.3680301,10,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Single,1
1888,issta-issta2024,10.1145/3650212.3652120,1,SUCCESS,P,,,,,,
1889,issta-issta2024,10.1145/3650212.3652132,6,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,3
1890,issta-issta2024,10.1145/3650212.3680384,11,SUCCESS,T,,,,,,
1891,issta-issta2024,10.1145/3650212.3680382,3,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Multipanel,7
1892,issta-issta2024,10.1145/3650212.3680375,2,SUCCESS,P,,,,,,
1893,issta-issta2024,10.1145/3650212.3680349,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Single,1
1894,issta-issta2024,10.1145/3650212.3680324,3,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Single,1
1895,issta-issta2024,10.1145/3650212.3680375,9,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,6
1896,issta-issta2024,10.1145/3650212.3680303,3,SUCCESS,P,,,,,,
1897,issta-issta2024,10.1145/3650212.3652133,3,SUCCESS,P,,,,,,
1898,issta-issta2024,10.1145/3650212.3680391,2,SUCCESS,P,,,,,,
1899,issta-issta2024,10.1145/3650212.3680333,1,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
1900,issta-issta2024,10.1145/3650212.3680325,1,SUCCESS,P,,,,,,
1901,issta-issta2024,10.1145/3650212.3680379,5,SUCCESS,P,,,,,,
1902,issta-issta2024,10.1145/3650212.3652140,1,SUCCESS,D,Diagram,Illustration (or Rendering),Illustration (or Rendering),2.0,Multipanel,5
1903,issta-issta2024,10.1145/3650212.3680380,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,3
1904,issta-issta2024,10.1145/3650212.3680351,9,SUCCESS,P,,,,,,
1905,issta-issta2024,10.1145/3650212.3680387,3,SUCCESS,P,,,,,,
1906,fse-fse2024,10.1145/3660815,3,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Multipanel,5
1907,fse-fse2024,10.1145/3660766,2,SUCCESS,P,,,,,,
1908,fse-fse2024,10.1145/3660778,2,SUCCESS,P,,,,,,
1909,fse-fse2024,10.1145/3660808,12,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Multipanel,2
1910,fse-fse2024,10.1145/3660802,1,SUCCESS,P,,,,,,
1911,fse-fse2024,10.1145/3660792,1,SUCCESS,P,,,,,,
1912,fse-fse2024,10.1145/3643769,6,SUCCESS,P,,,,,,
1913,fse-fse2024,10.1145/3643734,10,SUCCESS,P,,,,,,
1914,fse-fse2024,10.1145/3643751,2,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,5
1915,fse-fse2024,10.1145/3643748,9,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Multipanel,2
1916,fse-fse2024,10.1145/3643745,10,SUCCESS,T,,,,,,
1917,fse-fse2024,10.1145/3643745,9,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
1918,fse-fse2024,10.1145/3660769,3,SUCCESS,P,,,,,,
1919,fse-fse2024,10.1145/3643745,11,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
1920,fse-fse2024,10.1145/3643778,4,SUCCESS,P,,,,,,
1921,fse-fse2024,10.1145/3660769,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,3
1922,fse-fse2024,10.1145/3643769,7,SUCCESS,T,,,,,,
1923,fse-fse2024,10.1145/3643763,5,SUCCESS,P,,,,,,
